,channelTitle,view_count,Likes,Dislikes,Comments,Response_Percentage,LikesPercentage,DislikesPercentage,CommentsPercentage
677,DMX,3045151,78683,1306,4497,2.6267662917208376,2.583878434928186,0.04288785679265166,0.14767740581665736
678,DMXVEVO,1817933,38941,1247,4263,2.210642526429742,2.1420481392878616,0.06859438714188036,0.23449709092689336
679,DOPE or NOPE,1134010,62534,1207,4265,5.620849904321831,5.514413453144152,0.1064364511776792,0.3760989761995044
680,DRIVETRIBE,5980446,222262,3836,22036,3.7806210439823382,3.716478670654329,0.06414237332800932,0.36846750225652064
681,DURTYMAX JACK,194461,6985,207,405,3.6984279624191996,3.5919798828556884,0.10644807956351145,0.20826798175469632
682,DUSTY LOCANE,921820,66727,761,4469,7.321168991777136,7.238614913974529,0.08255407780260789,0.4848018051246447
683,DW News,6211343,47210,2692,18092,0.8034011324121048,0.7600610689185897,0.04334006349351501,0.29127356193338544
684,Da Kid Gowie,676939,31591,617,1506,4.757888081496265,4.6667424982162355,0.09114558328002967,0.22247203957815992
685,DaBaby,29139619,1533180,24277,72802,5.3448090724865,5.261496384012434,0.08331268847406686,0.24983854456024288
686,DaBabyVEVO,5432034,231972,4947,13220,4.361515410249641,4.270444551709359,0.0910708585402816,0.24337108346523603
687,Dabl,1215471,12331,775,949,1.0782651334338704,1.0145038425433432,0.0637612908905272,0.07807672910336816
688,Daddy Yankee,90507920,2985175,113058,174319,3.42316230447015,3.298247269410235,0.1249150350599152,0.19260082432565018
689,Daddyphatsnaps YouTube,688835,32415,359,3323,4.757888318682994,4.705771338564388,0.05211698011860605,0.48240870455188833
690,Daft Punk,22746038,1463869,27492,170198,6.556574819755423,6.435709814605954,0.12086500514946823,0.7482533881285172
691,Daidus,441625,56460,345,4873,12.86272289838664,12.784602320973677,0.0781205774129635,1.1034248514010756
692,Daily Dose of Gaming,540924,41749,455,6802,7.802205115690929,7.718089787105027,0.08411532858590116,1.2574779451457136
693,Damemer,1411667,91410,1292,3108,6.5668461471437665,6.475323146322752,0.09152300082101515,0.22016523726912934
694,Damn Seconds,19830478,198715,13064,10635,1.0679470257852584,1.0020686339482083,0.06587839183705002,0.05362956959484285
695,Dan Allen Gaming,2480149,55401,1084,3846,2.2774841350257584,2.233777083554254,0.04370705147150433,0.15507132837583548
696,Dan And Shay,771362,46720,332,1807,6.099859728635842,6.056818977341378,0.04304075129446356,0.2342609565936616
697,Dan Rhodes,438699470,14820265,754506,93645,3.5502142275211774,3.378227240621011,0.17198698690016653,0.021346048127206536
698,Dan Sheekoz,457968,29669,191,6752,6.520106208294029,6.478400237571184,0.041705970722845265,1.4743388184327288
699,Dan and Riya,7050148,150477,9153,18767,2.264207786843624,2.1343807250571194,0.12982706178650433,0.26619299339531594
700,DanPlan,835569,79814,2505,10172,9.851849458273344,9.552053750198967,0.29979570807437805,1.2173740289551191
701,DanTDM,38016379,2651557,23579,436240,7.036798533600478,6.974775267260462,0.06202326634001623,1.1475053949772545
702,DanTDM Live,3167407,101661,1775,9934,3.265636528554745,3.2095969984280517,0.05603953012669354,0.31363193931187244
703,DanTDM Shorts,682040,35785,251,3403,5.283561081461498,5.246759720837487,0.03680136062401032,0.49894434344026745
704,Dancing With The Stars,7088487,85459,33741,16994,1.6816000367920545,1.2056028317467464,0.47599720504530796,0.2397408643057397
705,DangerVille,656594,18744,337,4130,2.90605762465085,2.8547321480245023,0.05132547662634748,0.6290036156285315
706,DangerouslyFunny,721550,24631,299,2211,3.4550620192640844,3.413623449518398,0.04143856974568637,0.3064236712632527
707,Dangie Bros,7576665,190194,5505,10584,2.582917418151654,2.5102601210427014,0.07265729710895229,0.13969206768413278
708,Dangthatsalongname,1656316,149752,926,6420,9.09717710871597,9.041269902603126,0.0559072061128432,0.38760719572835134
709,Dani,7445395,604932,5479,109401,8.198503907448833,8.124914796327126,0.07358911112170677,1.46937805180249
710,Dani Razooqi,4835131,412755,8061,4694,8.703300903326094,8.53658360032024,0.16671730300585444,0.09708113389275286
711,Dani2,714486,63871,524,6787,9.012772818501691,8.939433382879441,0.07333943562225152,0.9499136442141624
712,Daniel Howell,0,0,0,1739,,,,inf
713,Daniel LaBelle,17263625,963502,17868,68994,5.6846114301023105,5.581110572084368,0.10350085801794234,0.3996495521653187
714,Daniel Thrasher,9524424,1110043,4725,62819,11.704308837993773,11.654699538785758,0.0496092992080151,0.6595569453858837
715,DankPods,1004992,63012,1002,5079,6.369602942112972,6.269900655925619,0.09970228618735273,0.5053771572311023
716,Danny Cashout,175796,16871,96,1128,9.651527907347152,9.596919156294796,0.05460875105235614,0.6416528248651846
717,Danny Gamer,2590123,69477,1055,2961,2.72311392161685,2.682382265243774,0.04073165637307572,0.11431889528026275
718,Danny Gonzalez,27322379,2375668,19095,199287,8.764840719031092,8.694952954133313,0.06988776489777848,0.729391097312573
719,Danny MacAskill,2126089,82972,707,5330,3.935818302996723,3.9025647562261034,0.03325354677061967,0.2506950555691695
720,DarellVEVO,5920016,110228,1869,3061,1.8935252877694926,1.8619544271501969,0.03157086061929562,0.05170594133529369
721,Dark Alliance,4178492,2326,431,450,0.06598074137751131,0.055666015395027676,0.010314725982483633,0.010769435480551356
722,Darknebolian,1032698,22190,298,1854,2.1775969354060916,2.148740483665118,0.028856451740973645,0.1795297366703528
723,Darryl Mayes,2412879,331043,2914,2925,13.840602864876358,13.719834272667631,0.12076859220872659,0.1212244791388213
724,Dave,2864767,47104,3333,1735,1.7605969351085098,1.6442523946973697,0.1163445404111399,0.06056338962296061
725,Dave Lee,2663712,120556,6775,16051,4.780208971540467,4.52586465804111,0.25434431349935727,0.602580158815968
726,Dave2D,1007123,47910,1083,3485,4.8646491044291515,4.757115069360942,0.10753403506820915,0.34603519133214117
727,David Blaine,17212348,425563,16593,25595,2.568830237455111,2.4724285146918943,0.09640172276321626,0.14870138577258604
728,David Dobrik Too,27773182,2377612,43074,141191,8.715911630147385,8.560819570476296,0.15509205967108847,0.5083717090825243
729,David Guetta,3239886,111608,1999,4555,3.5065122661723285,3.4448125643926977,0.061699701779630516,0.14059136648635168
730,David Profit,774997,60843,1061,445,7.98764382313738,7.850740067380906,0.1369037557564739,0.057419577108040416
731,David Profit Shorts,391206,32371,616,251,8.432130386548264,8.274668588927574,0.1574617976206909,0.06416057013440489
732,Davidlap,4223837,97825,3959,7169,2.409752080868651,2.316022138164896,0.0937299427037549,0.16972719354463725
733,DavidoVEVO,14461789,506817,13200,44439,3.5957999387212745,3.5045249242676686,0.09127501445360599,0.30728563388665125
734,Davie504,7315837,1023871,6833,39974,14.088668186565666,13.995268073905965,0.09340011265969977,0.5464036445863952
735,Dawko,4360981,180947,3937,42915,4.239504827010253,4.149226974389478,0.090277852620775,0.9840675756211733
736,Dax,15231036,1393018,29117,159532,9.337086459515952,9.14591758564552,0.1911688738704314,1.0474139776178062
737,Daym Drops,414882,16817,739,2118,4.2315646376560085,4.053441701495847,0.1781229361601612,0.5105066018771602
738,Daz Games,1442769,119456,1024,9646,8.350609141172287,8.279634508365511,0.07097463280677642,0.6685754961466458
739,Dead Meat,1728573,90653,574,6007,5.277590243513002,5.244383662130555,0.03320658138244668,0.3475120807741414
740,Dead Sound,976768,113105,554,9104,11.636232964224872,11.579515299436508,0.05671766478836326,0.9320534661250164
741,Dead by Daylight,10758462,582876,9417,76785,5.5053687041883865,5.417837605412372,0.08753109877601464,0.7137172580987877
742,Dealer - Gaming,345716,8407,926,2397,2.6996147126543173,2.4317648011662754,0.2678499114880422,0.6933436693702345
743,Deeper Than Hair TV,413912,24709,269,2059,6.034616053653917,5.969626394016119,0.0649896596377974,0.4974487330640329
744,Deestroying,11025242,420848,5304,24266,3.865239420595031,3.8171316330290073,0.04810778756602349,0.2200949421336965
745,Defranco Does,341166,52322,515,4446,15.487182192832815,15.336229284278035,0.15095290855477977,1.3031779251156328
746,Deftones,2636806,168107,2312,16625,6.463084504510381,6.375402665194178,0.087681839316203,0.630497655117593
747,Deji,20253400,1877601,42741,139920,9.481578401651081,9.270547167389179,0.2110312342619017,0.6908469689039864
748,Delish,470139,11959,325,1143,2.612844286476978,2.5437157946905065,0.06912849178647167,0.24311958803672956
749,Delux Music Group,739616,29362,514,1481,4.039393414961277,3.9698978929606716,0.06949552200060571,0.20023904296283476
750,Demi Adejuyigbe,1124802,69016,777,2825,6.204914287136758,6.135835462596972,0.06907882453978567,0.25115531444645367
751,Demi Lovato,40242996,1069753,29869,53320,2.7324556054424973,2.6582339943079782,0.07422161113451892,0.13249510548369708
752,Demi Lovato - Topic,283975,26406,281,1464,9.397658244563782,9.298705871995775,0.09895237256800775,0.5155383396425741
753,DemiLovatoVEVO,19925810,1172342,62789,92914,6.198648888050222,5.883534972982278,0.31511391506794456,0.4662997388813805
754,Denis,4700414,363375,5889,124204,7.855988855449754,7.730702019013644,0.12528683643610966,2.6424055412991283
755,Dental Digest,61224662,3409881,134569,36437,5.789252050097067,5.569456634974971,0.21979541512209574,0.05951359927474977
756,Denver7 – The Denver Channel,1549839,22918,3819,7778,1.7251469346170796,1.4787342427181145,0.246412691898965,0.501858580149293
757,Derek Gerard,283466,23400,361,1630,8.382310400541863,8.254958266599875,0.12735213394198952,0.5750248707075981
758,Derek Trendz,269577,20338,291,1213,7.652359066240814,7.544412171661529,0.10794689457928533,0.4499642031775708
759,Derivakat,3505702,345546,859,26610,9.881187847683574,9.856684909327718,0.02450293835585569,0.7590491148420487
760,Derrick Jaxn,1158291,0,0,0,0.0,0.0,0.0,0.0
761,Desi Banks,576614,24246,391,1277,4.272702362412289,4.204892701183113,0.06780966122917584,0.221465313017027
762,Desi Music Factory,50524864,2057224,139410,91600,4.347629713560436,4.0717061603570075,0.2759235532034287,0.18129687593023505
763,Desmond Dennis,510270,10488,245,542,2.1033962412056364,2.055382444588159,0.048013796617477025,0.10621827659866345
764,Destiny 2,1645831,73091,1827,10570,4.551986200284233,4.440978447969445,0.11100775231478809,0.642228758602797
765,Dhar Mann,19409210,893924,13099,315903,4.673157743153895,4.605669164278196,0.0674885788756987,1.6275932920505265
766,Dhar Mann Studios Behind-The-Scenes,1729501,52559,820,7483,3.086381563237026,3.038969043672134,0.04741251956489184,0.4326681511025435
767,Dhar and Laura,2065621,104247,2016,46074,5.144360945207277,5.046763176787997,0.09759776841927924,2.2305156657489444
768,Diablo,519308,12089,743,1249,2.470980612661465,2.327905597448913,0.1430750152125521,0.24051237415945836
769,Dianfleur,1774330,167840,448,2803,9.484594184847237,9.459345217631444,0.02524896721579413,0.15797512300417624
770,Digital Car Addict,504978,12204,364,2083,2.488821295185137,2.4167389470432377,0.07208234814189925,0.4124932175263081
771,Digital Trends,137386,1377,233,677,1.1718806865328344,1.0022855312768404,0.16959515525599406,0.49277218930604283
772,Diljit Dosanjh,18824236,425319,11008,35424,2.317900179322019,2.25942237443262,0.058477804889398965,0.1881829360830368
773,Dimelo Flow,1073058,56219,832,2532,5.316674401570093,5.239138984099648,0.07753541747044428,0.23596115028265013
774,Dingo Doodles,2396807,253660,1269,34433,10.636192234084763,10.583246794589636,0.05294543949512831,1.4366196360407826
775,DisclosureVEVO,537075,38563,424,1001,7.259135130102872,7.1801889866406,0.0789461434622725,0.1863799283154122
776,Discovery,1805689,52656,1542,2493,3.0015135496754977,2.9161167842302853,0.08539676544521232,0.1380636421886604
777,Disguised Toast,3697566,370990,2241,19950,10.093964516116818,10.033357078683652,0.0606074374331655,0.5395441217276447
778,Disney,1252190,44303,1624,3467,3.6677341298045825,3.5380413515520805,0.1296927782525016,0.27687491514865953
779,Disney Descendants,591693,22086,377,0,3.7963944139950954,3.7326789399232374,0.06371547407185821,0.0
780,Disney Parks,5233070,60812,4669,6082,1.2512922624769016,1.1620712125005017,0.08922104997640008,0.11622240864349226
781,Disney Plus,1654380,36393,943,1584,2.2567971082822567,2.1997969027671997,0.057000205515057,0.09574583832009574
782,DisneyMusicVEVO,10609701,582249,9930,28214,5.58148622661468,5.487892637125212,0.09359358948946818,0.2659264384547689
783,DissociaDID,841601,152120,1788,20033,18.287525799042537,18.075073579998122,0.21245221904441652,2.3803441298192376
784,Disturbed,659624,32297,1102,2063,5.06333911440457,4.896274241082799,0.1670648733217712,0.31275393254338835
785,Diverse Mentality,807949,10604,1539,6487,1.5029413985288675,1.3124590784814387,0.19048232004742874,0.8028972125715855
786,Dixie D'Amelio,130805287,8539042,307501,469333,6.763138710134859,6.528055704659705,0.23508300547515332,0.358802775303723
787,Do It On A Dime,1992019,145148,1833,6148,7.3784938798274515,7.28647668521234,0.0920171946151116,0.3086315943773629
788,Dobre Brothers,1168537,54892,1281,4187,4.807122068021808,4.697497811365836,0.10962425665597238,0.3583112901003563
789,Dobre Cars,734496,32720,1137,2472,4.609555395808827,4.454755369668453,0.1548000261403738,0.3365573127695726
790,Doctor Mike,12618468,710617,10828,52843,5.7173739316056436,5.631563197687707,0.08581073391793678,0.4187750842653799
791,Doctor Mike Clips,1919028,90976,35167,26991,6.57327563745813,4.740733329581434,1.8325423078766958,1.4064932872266585
792,Doctor Tristan Peh,315309,34868,1072,882,11.39834257823278,11.058358625982766,0.33998395225001504,0.27972560250421014
793,Doctor Who,443425,19623,1710,4419,4.810960139820714,4.425325590573378,0.3856345492473361,0.9965608614760106
794,Doe Boy,745350,32660,606,1781,4.46313812302945,4.3818340377004095,0.08130408532904004,0.2389481451667002
795,Dog Luke,1256819,0,0,576,0.0,0.0,0.0,0.04582998824810892
796,Doja Cat,38319523,1470933,18021,72143,3.885627699488848,3.8385994522948526,0.047028247193995606,0.18826695728963014
797,Doja Cat - Topic,1455761,63517,1625,49,4.474772988148467,4.363147522155079,0.11162546599338766,0.003365937128415997
798,Dolan Twins,6574546,467795,9596,26337,7.261201001559652,7.1152441552618235,0.145956846297828,0.40059039818110637
799,Dollightful,10927770,772239,4862,59639,7.111249596212219,7.066757444565543,0.04449215164667631,0.5457563620024946
800,Dom,2841030,72618,2257,3543,2.6354878336378005,2.556044814732685,0.0794430189051154,0.12470829241507482
801,Dom Pérignon,329375,25397,378,1945,7.825426944971537,7.710664136622391,0.11476280834914611,0.5905123339658443
802,Domics,7080985,658377,4869,43083,9.366578237349747,9.297816617320896,0.06876162002885192,0.6084323014382886
803,Dominic Brack,2228931,237569,2679,9101,10.77861988549668,10.658427739575608,0.12019214592107158,0.4083123255049169
804,Domo Wilson Music,1097007,71455,1392,5551,6.640522804321212,6.513632091682187,0.12689071263902602,0.5060131794965756
805,Don Miguelo,3124668,215741,2598,13436,6.987590361600017,6.904445528292926,0.08314483330709055,0.429997682953837
806,Don Toliver,6598477,314239,3143,13075,4.809928109168221,4.762295905555176,0.04763220361304586,0.19815178563174501
807,Donut Media,24345680,1253150,16239,85802,5.2140215430417225,5.147319770899807,0.06670177214191594,0.35243213580397015
808,Doobus Goobus,1410229,66986,621,4409,4.79404408787509,4.750008686532471,0.044035401342618824,0.31264425848567856
809,DoorDash,639222,4643,586,424,0.8180256624459108,0.726351721311219,0.09167394113469186,0.06633063317595451
810,Dorkly,624419,38894,753,1627,6.3494224230845,6.228830320666091,0.12059210241840815,0.2605622186384463
811,Dotemu,1264611,37961,510,4865,3.042121253096802,3.001792646118055,0.04032860697874682,0.38470328029726136
812,Doug DeMuro,8767601,239065,10217,53143,2.8432178882227874,2.7266865816544343,0.11653130656835319,0.6061293163317993
813,DougDoug,1230771,98072,563,3912,8.014082229756795,7.96833854551334,0.0457436842434539,0.3178495430912818
814,Dowba Montana,260589,17647,100,1132,6.8103411886150225,6.771966583393773,0.03837460522124879,0.43440053110453625
815,Dr Bob,2199603,84684,1339,7024,3.9108420928685765,3.849967471402794,0.06087462146578269,0.3193303518862267
